Sentence,Label
You are so oldschool and you will never be a digital native at all.,ad hominem
"I CAN IMAGE THAT SOME  COUNTRIES USE ENERGY CORRECTLY, BUT MANY DO NOT.",appeal to (false) authority
The photos may lead to the conviction nobody has ever been on the moon.,equivocation
Sure. Every drug should be tested properly.,appeal to (false) authority
Animal testing is horrible.,nothing
My nutritionist says we don't need meat to eat healthy.,appeal to (false) authority
"My uncle watched one of his movies and kicked his dog. Dogs should not be kicked, so his movies must be too violent, or don't you think dogs should not be kicked?",appeal to pity
Animal testing can have serious impacts on researching new technologies for curing diseases in humans.,nothing
Yes and do not ask silly questions.,ad hominem
"If this happened to your own children, you won't like it.",appeal to pity
"If my daughters can be in an environment that celebrates girls as intelligent, creative individuals, without the boy craziness, than I will take it.",nothing
Germany should deal with the criminal refugees there and not force them onto another country. Deal with your problems yourself.,nothing
"Yes they should. If you think differently, you have obviously never been in a class.",ad hominem
I like school uniforms... You just don't want it because you can't afford it!,ad hominem
"An arugment like that could only be made by a stupid person, I suppose the grass is blue also?",ad hominem
"You obviously are another follower, point proven.",nothing
It is the duty to legalize the products of musicians so that they can create worthy musics.,equivocation
I helped at a refugee-welcome-station. I didnt see a refugee commit crimes. I think no refugee committed crimes until cologne.,hasty generalization
but you still see so many people developing Apple content.,hasty generalization
Of course it's not - everything coming out from Apple have brought developes to frustration and tears..,Hasty Generalization
"Absolutely! Relying on fossil fuels instead simply destroys our planet, nuclear energy is clean. Do it for the human kind!",appeal to fear
Milk shouldn't increase in price because some mothers can't provide breast milk and need to give milk to their children.,appeal to pity
I'm totally against it. I don't wanna see new pictures of children who lost their parents because of the bombs of the U.S.,appeal to fear
"No,because they are near to human in terms of evolution and I would not want to be held in a zoo?",nothing
Yes if musicians are paid they will be given loyalty for their music,nothing
We should allow it.,nothing
Amen!!! And screw all the other gay motherfuckers who think it's not!!,ad hominem
Adherents to a religion should follow the rules.,nothing
"Well in germany this is not the case. The legal system works else. The state prosecutors main-task is not to get you in jail, like it is in the USA. He has to investigate into both directions. Thats why the process-costs are less and thats why it is fair. Celebrities have the same chance as the average citizen.",nothing
"Yes, he is so cute. His blonde hair and his broad shoulders, mhh one got to love him. Im sure he was the best goalkeeper of the soccer world cup. How can he not, look at him.",appeal to positive emotion
"Yes, people talk less because they are too wrapped up in watching TV.",hasty generalization
"Ill people are dangerous for the world health, so no country should accepted people infected with Ebola.",equivocation
May be. But not all the times,nothing
"No! After exhausting training and competition, it is too hard to confront the poor athletes with stressful drug testing also.",appeal to pity
Are you a terrorist? No? Then fight them.,equivocation
"The vote every person has would carry the same weight, making a democratic form of government built on equality.",appeal to (false) authority
sure why should they get to cheat if I can't cheat in my maths test?,nothing
Global temperature have not risen in the past 15 years,nothing
Countries should adopt heavier penalties for drug use. There are many corrupt congressmen that should be dealt with.,equivocation
Every human has his right to choose what he wants.,nothing
"No, please stop blaming these poor celebrities. They already have the problem that everyone observes exactly what they do. Im sure they are crying quite often because of the public pressure. If they committed a crime, public pressure would force the judges to imprison them immediately. Humanity is so cruel.",appeal to pity
"No, economical growth is a tool to establish a good economy, which allows us to live a good life. Growth for a good life,  not life for economical growth.",nothing
The teachers I speak to also say that it doesnt help to have uniforms.,appeal to (false) authority
"Germany should help immigrants in need. Most of them left their homes not because of social or economical benefits, but because of the war.",nothing
They shouldn't be allowed to enter the country.,nothing
Titanic is a movie about a catastrophe: How can such a terrible thing earn so much reward!?,equivocation
"The depth of ice in the Antarctic is increasing, so it's not getting warmer",hasty generalization
They won't.,nothing
Greece needs to stay in the EU for unity of Europe.,nothing
Humans don't care enough for living beings.,nothing
School detention in high school means more school and less freetime. Less freetime lead to severe psychological problems for a schoolmate of mine. Therefore it does not do any good.,hasty generalization
"Plastic surgery is very important, many people who got involved in severe accidents will tell you this. Think about victims of flames. Their bodies are often unrecognizably destroyed. Plastic surgery gives them their lifes back.",nothing
"A global task force to stop Ebola solved the issue, so this environment task force will do its job, too.",hasty generalization
Definitely co-ed!,nothing
"No, let them in, our priest said this is the best we can do.",appeal to (false) authority
"The strike is not justified, because the DP-workers work less than the average german worker but are paid average. Their conditions are ok.",nothing
"Studies have shown, that if you hold a gorilla-family in a cage, they will start to kill each other because of hierarchy-conflicts. This shows, that the gorilla is not made for the zoo.",hasty generalization
no apple have  separate app store and its vary from others,appeal to (false) authority
I dont want people to die. That is so sad and makes me cry. But sometimes brave men have to stand up against tyranny. Justice has to be served.,appeal to pity
They aren't risking anything.,hasty generalization
"Oh, no, please! Can you imagine how indoctrinated our society would be, if every family teaches their own truth? The real problem is the lack of control over homeschooling and teaching religiously..",equivocation
"You are such a hippie. If you want to increase the price for milk, go ahead and help the farmers.",ad hominem
School detention does more harm than good,nothing
You should try to talk to your opponents - reasonable discussions and knowing why there is a clash of ideas is hard but gets you further than a simple brute force (= war).,nothing
Letting everyone vote is a bad idea.,nothing
Veganism is the best for people who sell vegan food.,equivocation
They have to stop striking. I want my letters.,equivocation
"Titanic didn't deserve all of those Oscars. Just how the Lion in the animal kingdom doesn't deserve all of that respect. There were plenty of good movies that year that should've won a few of the awards ""Titanic"" won.. Just how the government shouldn't hold all of that power to themselves.",hasty generalization
"Maybe that's a problem your child would have, but mine is a genius.",ad hominem
Christiano Ronaldo played so bad in 2014. He cannot be the best in 2016.,hasty generalization
Economical growth should not be the main goal of a country.,nothing
Drug testing is justified as it is neccessary to create a fair and competitive environment.,nothing
Have you ever watched a movie? I think you have no idea of movies.,ad hominem
Humans must be blamed for using animals.,nothing
"Definitely! They just misuse their fame, this inequity makes me sick!",appeal to anger
Of course not.,nothing
I like humans have right. I don't think animals should.,nothing
Imagine you have a little child that dies because a drunken driver causes an accident. Now tell me you dont want to have that forbidden.,appeal to fear
Apple must pay the royalties for the streaming trial. The musicians don't ask for free iPhones either.,nothing
History shows that now it is a peaceful religion but converting half the world to it was by the way of killing people./,appeal to ridicule
"Maybe there has been some oppression in our country, but nevertheless we are one of the countries with the highest national output",equivocation
Many friends of mine are university-doctors.,equivocation
"Many people are superficial, and man as such is a social creature. So there is obviously a need for plastic surgeries.",nothing
Censoring the media will allow a tyrant like Hitler to enact laws without following the constitution and no one will call him out on it (kind of like Pres Obama).,nothing
"Most celebrities dont do illegal things. The are busy with acting in movies, engagement in politics, and so on. Why should they risk their good standing in society?",equivocation
We might can change him,nothing
"Apple shouldn't pay musicians any royalties for the three-months trial, because they can get rich enough from concerts.",nothing
alter wein in neuen schläuchen,nothing
Yes we should allow but without harming the animals !,nothing
Its such a shame to drive and drink. I could cry when i hear that you did it. The highway is no place for experiments. It has to be forbidden,appeal to pity
"Pfft, all those refugees are probably criminals anyway.",hasty generalization
"TV programs are driven by commercial interest, not science or experts.",nothing
"MY boss said they were going to steal our job, so we need to keep them out.",appeal to (false) authority
"Co-ed schools... think about what this means. Young boys and girls together in a room, partly without supervision of a teacher. I would not want my daughter to get pregnant while school.",appeal to fear
"Yes, my friend told me he is the best player who ever lived on this planet.",appeal to (false) authority
Plastic surgery is a crucial field of medicine.,nothing
"Apple earns a lot of money with selling music on itunes. If they payed for streaming, more musicians would use their services and apple could earn much more money.",hasty generalization
"If they are political refugees, we have a duty to help them",nothing
Yes humans destroy natural places for their own sake,appeal to nature
"Nope, stars are in the sky",nothing
My sister is only watching TV and talks less than earlier. TV is bad for communication among family-members.,hasty generalization
"The Greek finance minister seems very irresponsible during the negotiations with Euro authorities. It's no wonder that if all Greeks  are alike, they're in a deep crisis now. They should leave Eurozone.",hasty generalization
"smoking should be illegal because of the devastation that is already caused by greedy corporations that do not care.the corporations have hoped individuals using sinister methods that make it that much more difficult for the individual to break free. When one smokes in his or her home or she not only punishes herself due to these greedy corporations, but those around him or her.",appeal to fear
"Once someone told me about how he thinks it's morally OK. So, I am not the only one...",appeal to (false) authority
These poor workers are not paid right. They do have to work like slaves while you capitalists eat sushi in miami.,appeal to pity
tesforArgumentforAr,nothing
Maybe for you. Many people feel the pressure and are totally down. They have to cry and cannot feel love anymore.,appeal to pity
How is that bad for their development? This is common sense. Technology is a form of science which is crucial to our future generations to learn.,hasty generalization
It is,nothing
"Microsofts windows phone is as good as the iphone,  so yes.",hasty generalization
"Really, nobody has the right to tell me what I can do at my home!",nothing
It is the only way to get reliable results,nothing
People who listen to this music aren't usually coming far in life. It makes me sad to see how they throw away their future.,appeal to pity
do the best for best one who really need it....yes no smoking,ad hominem
"Its always the human, right?",equivocation
"I disagree, kids should not be allowed to disrespect others depending on their given situation.",equivocation
Yes. Criminals are a danger to Germany's society.,nothing
Because atheletes wins b using the drug.Athletics should not win by using the durg they should win only with their effors,appeal to (false) authority
"Yes, you know they really treat these animals with respect. They feed them and give them a good shelter that would otherwise not be there for them. These animals love being there.",equivocation
"You worked at ONE station. You cannot have a total overview over all refugees. It is very likely, that they committed crimes as exactly as other population groups.",nothing
Countries shouldn't adopt heavier penalties for drug use.,nothing
"Jesus said: If someone slaps you on one cheek, turn to them the other also. That is exactly what we have to do, not war.",appeal to (false) authority
Margot Kaesmann did also drive under the influence of alcohol.,appeal to (false) authority
many people harms animals. japan still host annual whale hunts.,ad hominem
Disallowing people from Ebola infected countries to enter another country is against human rights.,nothing
"No, these poor animals. Look in their eyes and you know animal testing is wrong.",appeal to pity
"You nerd, go read some books instead of arguing.",ad hominem
"He is a good charitable person, so yes he does.",ad hominem
If you want to be a good Christian you have to welcome people who need your help.,equivocation
No because after their first step on the moon its been decades and no one else went again,nothing
"No, he killed a lot of children and has brought Syria chaos and destruction. He is a killer, not a talker.",hasty generalization
My dad told me it was true!,appeal to (false) authority
I believe that Germany should punish any criminals in their own country. Not send them out to be dealt with by another country.,appeal to (false) authority
Flying cars will become reality someday.,nothing
Protestants did already get rid of some obsolete religious laws. Now they do have to get rid of this ban as well and accept same sex marriage.,hasty generalization
"No, let them in. They do all need our help.",hasty generalization
That is definitely a decision that weighs on the European presidents and prime ministers. At least they are open minded instead of thinking like Donald Trump and closing everyone out. His campaign is bleak and it is essential that we do not allow him to take office in the US.,equivocation
But think about the children!,appeal to pity
My father lived near the Three Mile Island disaster. He says we should stay away from nuclear power.,appeal to (false) authority
"By supporting Christians, you're supporting the molestation of children by priests.",appeal to fear; Slippery Slope
No. Fluffy bunnies should play outside instead of being misused as a medical testbed.,appeal to pity
"Imagine what the astronauts think and feel, how sorry and sad they must be when they hear people say we haven't been on the moon.",appeal to pity
"Yes, i talked to my teacher about it. He told me, that drug-related-crimes are quite common and that we have to stop people from bringing drugs into our land by adopting heavier penalties.",appeal to (false) authority
Sure there is alot going on in the Middle East but there is alot going on in the world elsewhere as well.,equivocation
"Yes, OF COURSE!!! If you dont take care of the children, they might just do what they want and get criminals or abused on the streets. If you want to protect them provide daycare services.",appeal to fear
"The grading system may not be all that great, but school violence is what should really be looked at.",equivocation
Plastic surgery is great. I trust these doctors. They got the best college-degrees and the best education available.,equivocation
"Yes, everyone who doesn't use it is just too stupid to understand it.",ad hominem
My uncle says that co-ed schools are best.,appeal to (false) authority
"Yes, Jesus has almost never used force. Just once to chase away some merchants. He preached of love and forgiveness. The religion builds upon his teachings, so yes, it is peaceful.",nothing
Yes because the cute children are our future.,equivocation
that is another case. The strict laws are for all drugs which are quite lot and a long list. Removing and adding drugs to that list is a different case,ad hominem
"because people with a mental handicap often have an IQ similar to that of a child, the child gets that the one benefit of interacting with an adult type person while not having the frustrating difficulty of trying to match the adult mentality.",nothing
A few people make it big and get a lot more on YouTube. You never know until you try.,appeal to (false) authority
Messes on the street are hard to clean up and we can't afford more janitors.,equivocation
"Remember swine-flu? Years ago this was ""an issue"". Nowadays nobody talks about it anymore. That is all the same.",hasty generalization
There are more gorillaz raised in zoos and re-introduced into the wild than captured and kept.,nothing
"Sure it's desirable to be able to abort babies at any moment you wish. There are so many things to be happy about in this world, don't you think? It is a gorgeous day outside for instance.",nothing
"You are an animal hater, go hurt some puppies!",ad hominem
"That is true. However, we cannot be sure others will be responsible.",nothing
My dogs says it is!,appeal to (false) authority
Ebola is the worst disease ever. So many people did already die.. It spread most likely because they eat meat from bush-animals.,equivocation
"Greece does not deserve another financial support from Germany - if you compare the social system (retire age, retire money) in Germany and Greece, it's just ridiculous. They are responsible for the current state and should leave Eurozone.",nothing
"No, this is an excuse for American politicians to intrude in other countries' issues.",ad hominem
Children should read.,equivocation
No Test for an Argument,nothing
"No, because the Ozon layer problem was solved without it. So no need for that!",hasty generalization
"Oh no, forget it, Ronaldo is just such a mannequin. Look at Neuer then - what do you see? Look at him. This is German efficiency 2.0. He's gonna make you cry, make you girlfriend love him and make all other national teams just give up before even touching the ball!",appeal to ridicule
"No, and I don't think anyone really deserves such a title with all the FIFA scandal that's been happening. Why don't we worry about the scandal before we bother naming someone ""world's greatest player.""",equivocation
"Smoking at home should be legal, and those that think otherwise are conspiracy cases who see the government bogeyman under every rock.",ad hominem
Censorship helps protect children.,nothing
"Yes, economical growth is everything. A friend of mine is working at the wall street and he said,  that it is either economical growth or death of society.",appeal to (false) authority
With the actual milk-price the cows can be appropriatly held and the farmers can still achieve some earnings.No.,nothing
And people who can't get past that and take out the problem are destined to be oppressed. Maybe you should go to a rally and sing some hippy songs.,ad hominem
Gays should not be denied their rights due to anyone's religion.,equivocation
How can there be an influential rapper when the music itself isn't influential to the masses? I would say rock music is more influential since it's what was seen first.,equivocation
"Yes, homeschooling, everyone.",nothing
If your mom or sister or friend and she was gang raped by a group of illegals wouldn't you want her to have the chance to have the baby taken care of?,appeal to fear
The world isn't a person!,ad hominem
"Yes, because i say so.",appeal to (false) authority
I think Titanic deserve 11 Oscars at once.,nothing
It shouldn't be allowed.,nothing
"If we throw out one country, all other countries will follow.",hasty generalization
"But if Turkey joins the EU, poor Turks might invade our country and take away our jobs. DONT MAKE THAT HAPPEN!",appeal to fear
"Dont allow them in classroom. A mother from my yoga-team told me children could not learn, when there is a computer nearby.",appeal to (false) authority
You are a crimina. So you should exit this discussion.,ad hominem
"Smoking is totally unnecessary. You inhale smoke into your lungs, why would you want to do that?",equivocation
"He killed, yes. But this does not mean, that it is impossible to talk to him. If we can save lifes by this way, we should do it.",nothing
In my region 40 % of the population is smoking. We should protect the non-smokers.,hasty generalization
Actor nothing mater. But the story and the screenplay plays a role.,hasty generalization
The current grading system just fails.,nothing
No. The modern political theory knows that countries are just a political construction.,equivocation
"If we allow assisting sick people with their suicide, it is soon healthy people who want assisted suicide, as well.",hasty generalization
"What kind of question is that? Of course not, rights were brought up by human mankind to overcome the unjust of the wilderness typical to nature. It's a purely social construct, nothing generally applicable to animals.",nothing
"No, animals are so cuuuuteeeeeeee!!!",appeal to positive emotion
"My son has developed anxiety because of the continuous grading. It is bad for all students in high school,  too much pressure...",hasty generalization
Democracy is peaceful.,nothing
no it wont become a reality because flying cars needs much traffic regularization.,hasty generalization
Adolescence is hard enough without having to try learning in an environment of hormone-laced competition and distraction.,nothing
Social networking sites do not have a positive impact on society.,nothing
Flying cars will become reality because I have an technology degree and I say so.,ad hominem
"You damn racist. I would let everyone in, so you get mad.",ad hominem
animals can feel pain and emotions just like people. they should have special rights that gives them protection.,hasty generalization
"The technical expertise is there, having space ships, airplanes etc., and sooner or later humans have alwas used technology to their advantage and to make things more comfortable/easier for them.",nothing
"Yes, the kelly family did this, too.",appeal to (false) authority
People who think otherwise are stupid.,ad hominem
no there was a separate room wanted in school,appeal to (false) authority
Marijuana ruins lives and should not be legal- it can leave children without their parents.,appeal to fear
Who are you that you tell this bullshit? Your argument is totally nonsense...,ad hominem
"These doctors made some progress for science, i like them.",equivocation
Its beneficial for handicapped children to study with healthy ones. So its also the other way round.,hasty generalization
Of course it should. You must be bad at math if you think a farmer could financially survive the current situation on the market.,ad hominem
Tupac Shakur was physically attractive man (although I'm a very poor judge of things like that) and that visual appeal lent him a great deal more attention than it was realized at the time. He was very photogenic and appealed to a wide range of people.,nothing
They deserves all the right and  they are efficient and so immigrants can be accepts,hasty generalization
Same-sex couples should have access to the same benefits enjoyed by heterosexual married couples.,nothing
Good looks does actually make one more favorable. So I guess he could be considered the best!,nothing
"We should go to war; remember the horrified people leaping from the World Trade Center? If we don't fight, that will happen again.",appeal to fear
Im sure they are. Love affairs between students are minimized and that makes them focus on the (more important) teaching-material.,nothing
Tupac Shakur was one of the first solo rap artists to have crossover chart appeal. so i think most influential rapper in history,hasty generalization
No because many times there is favoratism going on.,nothing
"Of course. You throw your garbage into the ocean, dont you? you are responsible for killings. Murderer.",ad hominem
"Alle, die hier leben sollten auch involviert sein, wenn es darum geht was hier in Zukunft passiert.",nothing
Im sure the only thing YOU do is getting children. BETTER GO TO UNIVERSITY AND STUDY!!,ad hominem
i just a coin game,ad hominem
There are no studies about the emotional effects and the effects on parents of young children.,nothing
I dont know a healthy person that wants to suicide. No healthy person wants this.,hasty generalization
"Smoking at home is dangerous, as exactly as eating cheese at home or walking up and down stairs. There is no explicit reason to make it illegal.",nothing
How could you even argue about this thinking about all the little children in chemo because of lung cancer.,appeal to pity
yes that is what makes countries grow,nothing
Microsoft can't be the new Apple. Apple focuses on innovative design. Microsoft focuses on software for productivity and products that don't have to be innovative in design.,nothing
Humans chop down trees in Brazilian rain forest which kills a lot of animals to extinction.,appeal to (false) authority
"They are so cute that no one even considers harming them. There is no need to separate us, we are perfectly living together.",appeal to pity
"Yes, single-sex!",nothing
If we talk to him we may begin to trust him and let out guard down. I just don't think it is worth the risk.,nothing
I'm sure it will help better revenue realization and enhanced returns on investment,nothing
"If we continue forcing people to get plastic surgeries done, because of our superficiality, i am done with this society.",equivocation
"Not at all - they've been bringing up some cool stuff recently, but the new Windows 10 is just a disaster, they cannot compare to Apple at all.",hasty generalization
"Some shows in TV serve educational purposes, but most of them are totally worthless. There is no chance that a mind of a child builds up, when it watches Celebrity-news.",nothing
Christians should accept same sex marriage,ad hominem
"My father says it does not have any effect, so NO!",appeal to (false) authority
"Yes, companies are already working on creating cars which are able to fly quite successfully. Thus flying cars will become reality in the near future.",nothing
Yeah. Definitely deserves it.,hasty generalization
Global warming is a phenomenon that is not well understood.,nothing
I don't think these hackers need any encouragement..sending their sexts and snapchats.,ad hominem
"Television hasn't destroyed anyone, only losers and stupid people destroy themselves.",ad hominem
"My husband says that eating meat makes you tired, so it should be true.",appeal to (false) authority
"Yes, school uniforms do create a better learning environment.",nothing
do you seriously want people to loose their freedom even at their own home?,appeal to fear
Home school provides a better education then under funded public schools.,nothing
"School detention doesnt do any good in high school because kids these days need to learn how to behave first at home.  School is a place of learning and punishments shouldnt be given out there, parents need to discipline their kids,",equivocation
"I can smell, that you are influenced by the 1968 movement. That is all.",ad hominem
The price should stay as it is or even be decreased.,nothing
Plastic surgery isnt necessary.  God is the greatest and he made everyone to look like he wanted them to.,equivocation
"If i read your arguments, i hope that they put you in prison...",ad hominem
"Musicians warm our heart with their music. If you feel alone or whenever you are sad they comfort you. They help you so much, help them, too.",appeal to positive emotion
Definitely so.,nothing
Apple is a fast growing reputed company and will be the new Microsoft,appeal to (false) authority
Alternative energy resources are too expensive.,nothing
This would cause significant disadvantages for children from non-academic families.,nothing
My friend said that humans have been hunting for meat and eating meat daily for most of our existence and have not caused the majority of animal extinctions.,appeal to (false) authority
Testing athletes for use of drugs is justified because they are in the public eye.,ad hominem
because it's a mean of discovering different way of thinking.,nothing
If a woman was raped nobody has the right to forbid her to abort.,equivocation
"Donald Trump said, that global warming is a lie from left wing terrorists in order to fear us. It is not an issue.",appeal to (false) authority
a death can save millions,appeal to (false) authority
Spending resources on daycare services is a waste.,nothing
Humans are no Animals,nothing
Multiple people always die in a gruesome way in all of his movies. He also makes it look funny.,nothing
"Yes- just like locker rooms should be single sex, so should schools.",equivocation
"You are trying to take away support and loved from all the poor, traumatized children raised in an atheist family.",appeal to pity
Anyone who wants to see Gorillas can visit zoo.,appeal to ridicule
Animal testing for medical purposes should be allowed.,nothing
give me more points,hasty generalization
"Yes, rights are a good thing, right? They protect us.",equivocation
"No, because if one company sends jobs to developing countries, then they all will.",hasty generalization
"My aunt said that doctors only like their titles shown to get respect, so I don't think it's necessary at all.",appeal to (false) authority
no need day care its effect the children s on the school,equivocation
yes Argument without content,nothing
Microsoft is the new apple,nothing
"It is obviously that anyone has been on the moon. Meanwhile, 2015, there have been quite a lot expeditions to the moon. The newer ones were even livestreamed on Twitter and co. Dont tell me the government fakes livestreams.",nothing
Yes we do.,nothing
To find out if there is a reason for the American war on terror let's take a look at the results nearly one and a half decade later.,nothing
"Possibly. You know, student sports is really on the rise and gaining even more success than it has in the past.",equivocation
no its not apple the new microsoft,nothing
"Im glad you are no mayor, because then your city would collapse.",ad hominem
Everyone should be as wealthy as possible as rapidly as possible.,nothing
"Yes, my child is mentally challenged.  He says, that it is good for the other, 'normal', children to study with him.",appeal to (false) authority
If you look at how much money we spend on Welfare you would know we would never blow it on fake money for NASA.,ad hominem
Cellphones should be banned from class rooms.,nothing
Holding all types of animals in a zoo will cause some endangered species to cease.,equivocation
Yes I would have air rage because of dumb asses with  a mouth and air in their heads like you.,appeal to anger
It's detrimental to society,ad hominem
test withouz a rel,ad hominem
"I would never hurt a puppy nor ask anyone else to. Pets are not used in animal testing. Again, would you save a diseased rat over yourself?",False Dilemma
"My son said, that he hates school detention. Therefore it does not do any good.",appeal to (false) authority
Both companies create operating systems. Enough said!,hasty generalization
It is best to home school our kids.,nothing
"But think about the cows, they are exploited. Their udder is already sore. Maybe they cry in pain.",appeal to pity
A friend of mine told me that animal testing doesn't do any good anyway.,appeal to (false) authority
"MY Grandpa smoked and said it never hurt his children, so there is no need to do so.",appeal to (false) authority
Nuclear energy can be used for generating electricity,equivocation
The germans are all criminals anyway after the holocaust,ad hominem
No. It's music of uneducated people. And now go wash your hair.,nothing
"Yes,  love the cows and their farmers and pay more.",appeal to pity
"It has to be balanced, but for live saving drugs It should be allowed on non-endangered animal species.",nothing
Animal testing helps to improve medical care for everybody.,nothing
apple and microsoft are too different in their philosophy to be comparable like this,nothing
"They brought several kilos of moon rocks back to earth, and you cannot simply fake four billion years old rock material.",nothing
Gorillas are almost extinct,nothing
Making heavier penalties for drugs will cause more people to be in jail and we can't afford more police.,equivocation
"Yes, the Regensburger Domspatzen-male-school is the best in the area.",hasty generalization
"No, because if you start with same sex marriage, what is next? Marriage with animals?",hasty generalization
"The U.S. told lies about the nuclear weapons in Irak, so surely they lied about being on the moon.",equivocation
Zoo environment is good for gorilla,equivocation
"Yes, because whenever i put my son on the backseat of my car i pray to god, that noone drinks and drive. The children are our future.",appeal to fear
"But think about the children he killed, they were laying in their own blood on the streets, eyes wide open. How can you talk to such a man?",ad hominem
Tarantino has won many awards,equivocation
"I just think with all of the refugees and everything the secret ISIS members within them, it's just not worth the risk.",equivocation
My father told me that things were better when he was a child and the news was censored!,hasty generalization
No one should go see them if they don't want nightmares.,hasty generalization
"No, he blames his teammates when he doesn't win.",equivocation
"If you dont like heavy metal,  you are too soft.",ad hominem
Well it has been statistically proven that athletes have a higher number of drug us than any other industry.,appeal to (false) authority
Single nations will always have their own benefits in mind and will twist local environment task force to suit there needs.,nothing
"I dont think so, he lived too short in order to have the most influence. Dr. Dre for example had much more influence. He started the rap-movement with eazy-e and ice-cube. He just sold his headphone-brand for around 250 million dollars. This amount of money shows how influential Dr.Dre is. Tupac never had this much money.",nothing
hell no help yourself and think twice.,appeal to (false) authority
Computers are totally nonsense. Earlier no one cared about all this youtube and twitter.,equivocation
"Maroccan immigrans look only for their finacial advantages, so non- European immigrans should not be accepted.",hasty generalization
How could anyone be so uneducated to even ask such a question?,ad hominem
people don't think it be like it is but it do,appeal to (false) authority
"No,  my wife says that this whole ""im a woman, im so weak and men are bad oppressers""-talk is bullshit.",appeal to (false) authority
we should always try to grow our economy,ad hominem
I think celebrities have have a hard enough time  suffering with being attacked by reported day and nights.,appeal to pity
He is too good in fact.,nothing
"No, class is a place for good old teacher and student information exchange. Not this modern internet stuff.",appeal to tradition
So many games are now available on cellphones,equivocation
"Past years and data have shown us that non-Europeans who have immigrated to Europe do not often cause issues and some even boost the economy. Therefore, all non-Europeans can and will boost European economy and preserve the integrity of European countries.",hasty generalization
"Of course, because then they will not become such an intolerant person as my opponent.",ad hominem
"Since abortion can't be applied when the baby is older than 7 weeks, it should be made illegal.",hasty generalization
Absolutely. They help people living abroad in getting in contact with their relatives and friends in their homelands.,hasty generalization
The Apollo missions were all faked. No one has ever been on the moon.,nothing
Because drugs may harm our lives and gives lot of health problems,ad hominem
Young children and mentally handicapped people need to unite!,nothing
Marijuana has been shown to effective in treating glaucoma,nothing
That Marijuana should be legalized,nothing
You say that just because you are a doctor.  The dr.  in the passport is only good to oppress the normal citizen.,nothing
"Man, forget the kids, dont try to fool us.. We have to start the real war, or we're all gonna end up in world destroyed by terorrists and rapists.",appeal to fear
Don't you think that girls are afraid to speak up when boys are around?,appeal to fear
"Yes, obviously.  I know some guys who live in an area with a lot of drug-dealers. They always tell me, that these guys would not be there,  if germany had real laws against selling drugs.  They say, that the actual ones are a joke.",appeal to (false) authority
"Although any suffering of living creatures should be avoided, I guess it's commonly accepted by the society that medical purposes testing has more benefits than harms.",nothing
Television may harm children because children become addict in seeing the television,hasty generalization
It definitely meets all the criteria for what makes good music.,nothing
"This programming language is open for everybody, so it encourages more developers to participate.",nothing
Television is a media for entertainment and it should not be  an effective tool in the minds of children,hasty generalization
Nothing fault with your statement.,appeal to (false) authority
"As many studies by national non-profit organizations show, the problem should be handled on the national level and doesn't need any global initiative.",appeal to (false) authority
"Exactly, you can't have a happy christmas when the men are at war.",equivocation
Well there are newspaper articles about it so it must be true.,hasty generalization
Only a few countries contribute to the majority of pollution.,nothing
Renewable energy sources will not soon replace fossil fuels.,nothing
"Too many slow imbeciles would be crashing into each other due to their inferior reflexes and intelligence. For as long as this planet is full of idiots like you we could never responsibly allow flying cars to exist, even if we had the technology. It's a pity, really.",ad hominem
"Well my mother said that Titanic was one of the best movies she has ever seen, so it must be one of the best movies of all time. Of course it deserved 11 Oscars.",appeal to (false) authority
"Well, Ebola is a disease and it makes sense to coordinate countries worldwide to fight against it. To me, global environmental task force sounds fuzzy without a clear purpose. We don't need such an organization.",nothing
"Scientists say we need one, therefore we do.",appeal to (false) authority
Human dignity is important. But it is nothing compared to economical growth. A human life takes around 70 years and has a small impact compared to economical growth. It can have an impact on millions of lifes over many generations.,nothing
No because people who believe this have no mental handicapped children themselves.,ad hominem
They will bring the disease to our country and many people will die because of that.,appeal to fear
Humans are to blame for some animal extinctions.,nothing
"if Greek leaves, its credit will plummet and prolong the recession.",appeal to fear
Teachers like you are the cancer of school system.,ad hominem
test your own doc,nothing
"My son did also watch some of his movies and he did also say, that they are too violent.",appeal to (false) authority
My psych teacher believes that institutions such as zoos protect endangered species so that they continue to live.,ad hominem
medicine is very impotant for mankind,equivocation
I think the problem has been tackled.,hasty generalization
test a Argument,nothing
Yes. It will allow the mothers to go to school and help the children to grow up better.,nothing
"throughout history's refugees have been the scapegoat in the United States. whether or not it was those it came through Ellis Island, those coming to America because of war in other countries, refugees has always been blamed for an increase in violenc.",equivocation
Great that it was good for you. But nevertheless i think that our school system is too old and needs reforms.,equivocation
"When i went to the zoo i saw a gorilla, and he looked healthy.",hasty generalization
"Economic experts say that further austerity measures will not be beneficial, so we should help Greece with new investment to keep it  in the Eurozone.",nothing
"Yeah but think about it, the web  itself isn't censored, but what about things like child pornography? That needs to be censored and just like media, the media breaks the trust of people so should be censored too!",appeal to fear
The americans certainly have not faked the videos.,nothing
That still doesn't make it beneficial to the older children if they are studying easier curriculum,nothing
Yes because drug use is bad for our society,appeal to fear
"Mark Zuckerberg is as rich as Bill Gates, therefore Apple is the new Microsoft.",hasty generalization
My neighbor agrees with me in saying all wild animals should be put away.,appeal to (false) authority
