Sentence,Label
the greatest engine of prosperity the world's ever known,appeal to emotion
"And when I'm president, we're going to shut that loophole in a nanosecond and we're going to use that money to lower corporate tax rates in America for all corporations, 5 percent.",appeal to emotion
"I broke with my party in order to balance the budget, and Ronald Reagan signed into law the tax cut that we voted for.",appeal to (false) authority
"But you know why the Pell Grants have gone up in their numbers? Because more people qualify for them because they don't have money.  But they're not getting the $5,100 the president promised them. They're getting less money.",false causality
My opponent talks about fiscal sanity. His record in the United States Senate does not match his rhetoric.  He voted to increase taxes 98 times and to bust the budget 277 times.,ad hominem
I would say that the people now have the opportunity to evaluate his as against mine and I think both he and I are going to abide by whatever the people decide.,appeal to (false) authority
I violently disagree with your assessment.,appeal to emotion
a tremendous increase,appeal to emotion
"With all due respect to President Ford, I think he ought to be ashamed of mentioning that statement, because we have the highest unemployment rate now than we had at any time between the Great Depression caused by Herbert Hoover and the time President Ford took office.",appeal to emotion
And I think this shows a callous indifference to the families that have suffered so much.,appeal to emotion
That is a very serious indictment of this administration. It's probably the worst one of all.,appeal to emotion
Under the present administration - Nixon's and Ford's - we've had three times the inflation rate that we experienced under President Johnson and President Kennedy. The economic growth is less than half today what it was at the beginning of this year. And housing starts - he compares the housing starts with last year.,false causality
The president has never said whether or not he would do that. But we know from the people he's tried to appoint to the court he wants to.,ad hominem
"I've met people who struggled with this for years, people who were in a marriage because they were living a sort of convention, and they struggled with it.",appeal to emotion
"And I've met wives who are supportive of their husbands or vice versa when they finally sort of broke out and allowed themselves to live who they were, who they felt God had made them.",appeal to emotion
"But I also believe that because we are the United States of America, we're a country with a great, unbelievable Constitution, with rights that we afford people, that you can't discriminate in the workplace.",appeal to emotion
"a great, unbelievable Constitution",appeal to emotion
"And I think if you were to talk to Dick Cheney's daughter, who is a lesbian, she would tell you that she's being who she was, she's being who she was born as.",appeal to (false) authority
"But I disagree with them, as do many.",appeal to (false) authority
"But I know this, that President Kennedy in his inaugural address told all of us that here on Earth, God's work must truly be our own.",appeal to (false) authority
"But first of all, this is a nation of immigrants. We welcome people coming to this country as immigrants.",appeal to emotion
"tremendous courage, vision, wisdom, and leadership",appeal to emotion
"To think that Sam Nunn of Georgia or Colin Powell helped put together the coalition in the Persian Gulf were not even consulted. It was not only precipitous, it was a sign, not of strength, but of weakness.",appeal to emotion
It's unbelievable that we could cause a drop in the standard of living of a friendly country like Mexico by nearly 40 to 50 percent.,appeal to emotion
"The United States of America shouldn't be blamed for the management of Mexico's monetary policy. We helped our neighbor in an hour of need, and they survived. They're stronger. They're coming back. They paid us back, and we got a dividend in the process.",appeal to emotion
"As the President said the other night, there will always be troubles in this ol' world, but the United States of America can be counted on to provide the vision that the world looks for from the United States of America.",appeal to (false) authority
"Bill Clinton, as President, has provided that kind of leadership. We are more secure and stronger today because of Bill Clinton's handling of foreign policy.",false causality
"We caused problems in the first place by denying Caribbean countries and third-world countries a chance to trade freely in the United States. It causes economic problems and turmoil, and then we turn around, as we did in Mexico, having to bail them out.",false causality
The American people had lost faith and trust and confidence in the presidency itself.,appeal to emotion
"The American people are healed, are working together.",appeal to emotion
"Our tax structure is a disgrace, it needs to be reformed.",appeal to emotion
a horrible mess,appeal to emotion
"I believe that if we are inspired, if we can achieve a degree of unity, if we can set our goals high enough and work toward recognized goals with industry and labor and agriculture along with government at all levels, then we can achieve great things.",appeal to emotion
It will be a huge down payment for a pretty darn good system.,appeal to emotion
"And my case to the American people is, if you're happy with inactivity, stay with the horse.",appeal to emotion
"And the budget plan that I've put out, according to the ""Los Angeles Times"" again, the way these things are typically measured as a percentage of the GDP, will bring government spending down to the lowest level in 50 years.",appeal to (false) authority
There is now a federal judge's opinion about the current management of this program ordering the State of Texas to do -- you should read that judge's language about this.,appeal to (false) authority
Let me just tell you who the jury is. The people of Texas.,appeal to (false) authority
"And I was able to do so with a lot of Democrat votes, nearly 50% of the Hispanic vote, about 27% of the African-American vote, because people know I'm a conservative person and a compassionate person.",appeal to (false) authority
"First of all, let me say he's not for a government-run health care system? I thought that's exactly what he and Mrs. Clinton and them fought for in 1993 was a government-run health care system.",ad hominem
a tremendous job.I'm,appeal to emotion
"down.We are in a big, fat, ugly bubble.",appeal to emotion
ripped off,appeal to emotion
"Donald. I've met dishwashers, painters, architects, glass installers, marble installers, drapery installers, like my dad was, who you refused to pay when they finished the work that you asked them to do.We",appeal to emotion
"do.We have an architect in the audience who designed one of your clubhouses at one of your golf courses. It's a beautiful facility. It immediately was put to use. And you wouldn't pay what the man needed to be paid, what he was charging you to do…",appeal to emotion
an unbelievable company,appeal to emotion
"beautiful.But we have no leadership. And honestly, that starts with Secretary Clinton.",ad hominem
"Typical politician. All talk, no action.",ad hominem
"First, maybe he's not as rich as he says he is.",ad hominem
"Second, maybe he's not as charitable as he claims to be.Third",ad hominem
the King of Debt,ad hominem
I've heard them explain - try to explain - how they tell their children how they can go into a store and buy a loaf of bread but then can't go into that store and sit at the counter and get a Coca Cola.,appeal to emotion
this isn't just a Southern problem; it's a Northern problem and a Western problem; it's a problem for all of us.,appeal to emotion
"Well, first of all, she wants to give amnesty, which is a disaster and very unfair to all of the people that are waiting on line for many, many years .",appeal to emotion
"In the audience tonight, we have four mothers of—I mean, these are unbelievable people that I've gotten to know over a period of years whose children have been killed, brutally killed by people that came into the country illegally .",appeal to emotion
Drugs are pouring in through the border .,appeal to emotion
It's just pouring and destroying their youth .  It's poisoning the blood of their youth and plenty of other people .,appeal to emotion
"some bad, bad people",appeal to emotion
"Well, as he was talking, I was thinking about a young girl I met here in Las Vegas, Carla, who is very worried that her parents might be deported, because she was born in this country but they were not .",appeal to emotion
"The NAFTA deal signed by her husband is one of the worst deals ever made of any kind, signed by anybody .  It's a disaster .",appeal to emotion
We've never had anything like this happen in any of our elections before .,appeal to emotion
"The border—as you know, the Border Patrol agents, 16,500-plus ICE last week, endorsed me .",appeal to (false) authority
"to sign immigration reform, and George W .  Bush supported it, as well .",appeal to (false) authority
"This has come from the highest levels of the Russian government, clearly, from Putin himself, in an effort, as 17 of our intelligence agencies have confirmed, to influence our election .",appeal to (false) authority
"The biggest complaint they have—it's with all of the problems going on in the world, many of the problems caused by Hillary Clinton and by Barack Obama .",ad hominem
Hillary Clinton wanted the wall .,ad hominem
But Hillary Clinton wanted the wall .,ad hominem
"And Donald knows a lot about this .  He used undocumented labor to build the Trump Tower .  He underpaid undocumented workers, and when they complained, he basically said what a lot of employers do: ""You complain, I'll get you deported . """,ad hominem
"He said as recently as a few weeks ago in Phoenix that every undocumented person would be subject to deportation .  Now, here's what that means .  It means you would have to have a massive law enforcement presence, where law enforcement officers would be going school to school, home to home, business to business, rounding up people who are undocumented .  And we would then have to put them on trains, on buses to get them out of our country .",slippery slope
"How can they continue to watch Israeli children killed by suicide bombers, killed by terrorists?",appeal to emotion
"And it's important for America to confront the situation in Iran, because Iran is an enormous threat to Israel and to the Israeli people.",appeal to emotion
I personally think one of the reasons that we don't have as many suicide attacks today in Israel as we've had in the past is because Saddam is no longer in business.,false causality
The reason they keep trying to attack Halliburton is because they want to obscure their own record.,ad hominem
"The vice president, I'm surprised to hear him talk about records.",ad hominem
"And Governor Romney's says he's got a five-point plan? Governor Romney doesn't have a five-point plan. He has a one-point plan. And that plan is to make sure that folks at the top play by a different set of rules. That's been his philosophy in the private sector, that's been his philosophy as governor, that's been his philosophy as a presidential candidate.",appeal to (false) authority
"And let's take the money that we've been spending on war over the last decade to rebuild America, roads, bridges schools. We do those things, not only is your future going to be bright but America's future is going to bright as well.",slippery slope
"I think if you raise taxes during a recession, you head to depression.",appeal to emotion
We've got battling green eye shades.,appeal to emotion
"He's just not credible when he talks about being fiscally conservative. He's just not credible. If you look at his record in the Senate, he voted to break the caps -- the spending caps -- over 200 times. And here he says he's going to be a fiscal conservative, all of a sudden. It's just not credible. You cannot believe it.  And of course he's going to raise your taxes.",appeal to (false) authority
It will come from the pockets of the people,appeal to emotion
It will come from the pockets of the people who are living in those very areas.,appeal to emotion
"It seems to totally belie the claim that I heard President Carter make a few days ago, that he was the first President that had come forth with a real urban strategy to meet the problems of urban America.",ad hominem
"And if Iraq were to fail, it'd be a haven for terrorists, and there would be money and the world would be much more dangerous.",appeal to emotion
terrorist safe havens,appeal to emotion
"These terrorists are serious, they're deadly, and they know nothing except trying to kill.",appeal to emotion
"But yes, I'm worried. I'm worried. I'm worried about our country.",appeal to emotion
"I had a person in the Oval Office who lost a child in a school bus accident where a drunk driver caused the accident directly, but there were problems with the school bus. The drunk driver had no money. Under the new bill, if I had signed it, a person like that could never have had any recovery. I thought that was wrong.",appeal to emotion
"So after Speaker Gingrich and Senator Dole took over the Congress, I went to New Hampshire and a man suggested -- a gentleman that unfortunately just passed away a couple of days ago, suggested that we appoint a commission. And I shook hands with him on it and I appointed my members, and the commission never met.",appeal to emotion
"Now, we're now kidding anybody, Mr. President. These are sophisticated people watching tonight. Millions and millions of Americans.",appeal to emotion
"You're putting a lot of business people out of business. Small businessmen and businesswomen who paid 70 percent of your ninteen , your$265 billion tax increase, the largest tax increase in the history of America. I said that one day and Pat Moynihan, a Democrat, say, no, he said, in the history of the world. So I modified it, the largest tax increase in the history of the world.",appeal to (false) authority
"So I think the American people, including the Perot supporters, know that I have had a consistent record in favor of campaign finance reform, and I will continue to have.",appeal to (false) authority
"They know the Republican Party hasn't done it. They know the Democratic party won't do it. We ought to agree that somebody else should do it. And we have to vote it up or down, Mr. President.",appeal to (false) authority
"Secondly, Senator Dole had some pretty harsh comments about special interest money, but it wasn't me who opposed what we tried to do to save the lives of children who were subject to tobacco and then went to the tobacco growers and bragged about standing up for the Federal government when we tried to stop the advertising, marketing, and sales of tobacco to children. And it wasn't me that let the polluters actually come into the halls of Congress, into the rooms, and rewrite the environmental laws. That's what Speaker Gingrich and Senator Dole did, not me.",ad hominem
It seems to me that you have a selective memory.,ad hominem
I strongly supported it. And members of Senator Dole's own party in the Senate killed it. And he was not out there urging them to vote for the McCain-Feingold bill.,ad hominem
"But we turned it over to a maniacal fanatic who has slaughtered thousands and thousands of people, calling it executions.",appeal to emotion
"And I think that we're better off, for example with the Philippines, of trying to retain our friendship and help them right the wrongs we see, rather than throwing them to the wolves and then facing a Communist power in the Pacific.",appeal to emotion
"What happens in South Africa, where, for example, the Nobel Prize winner, 2 days ago, said this administration is seen as working with the oppressive government of South Africa.",appeal to (false) authority
"I have indicated to General Brown that uh - the words that he used in that interview, in that particular case and in several others, were very ill advised.",appeal to (false) authority
I think he said that Israel was a - a military burden on us and that Iran hoped to reestablish the Persian Empire. Ah - I'm not uh - sure that I remembered earlier that President Ford had - had expressed uh - his concern about the statement or apologized for it.,appeal to (false) authority
our boys,appeal to emotion
John Kerry and I will always fight for the American people.,appeal to emotion
"And the vice president didn't say much about it in your earlier question, but Paul Bremer has now made clear that they didn't have enough troops and they didn't have a plan.",appeal to (false) authority
Have you ever seen America more divided? Have you ever seen Washington more divided?  The reality is it is not an accident.,false causality
They were with the drug companies.,ad hominem
They're with the insurance companies.,ad hominem
"I think we all recall with some sadness that at uh - the period of the nin- late nineteen forties, early nineteen fifties, there were some indications that the United States would not include uh - South Korea in an area of defense.",appeal to emotion
the bloodiest century in mankind's history,appeal to emotion
"We have defeated in this system of ours fascism, Nazism, communism, socialism is defunct or debunked around the world, the evil of apartheid has ended.",appeal to emotion
Families are under tremendous pressure. People do not -- do not feel safe in their homes. A mother doesn't feel safe sending her child to school. Our schools are not educating.,appeal to emotion
this terrible century of war and recession and inflations,appeal to emotion
"We need somebody who understands the potential of the American people, who are not just doing well for ourselves, we need to do well for the rest of the world, because they're looking at us.",appeal to emotion
a serious risk,appeal to emotion
Obamacare is a disaster. You know it. We all know it.,appeal to emotion
It’s catastrophic,appeal to emotion
Obamacare is a total disaster.,appeal to emotion
"It is a disastrous plan, and it has to be repealed and replaced.",appeal to emotion
Bernie Sanders said that Hillary Clinton has very bad judgment.,ad hominem
We have to change the culture of America.,appeal to emotion
a tragic situation,appeal to emotion
"The D.C. school system is in terrible shape, and it has been for a very long time.",appeal to emotion
Senator Obama voted against Justice Breyer and Justice Roberts on the grounds that they didn't meet his ideological standards. That's not the way we should judge these nominees.,appeal to (false) authority
"Senator Obama, as a member of the Illinois State Senate, voted in the Judiciary Committee against a law that would provide immediate medical attention to a child born of a failed abortion. He voted against that.  And then, on the floor of the State Senate, as he did 130 times as a state senator, he voted present.  Then there was another bill before the Senate Judiciary Committee in the state of Illinois not that long ago, where he voted against a ban on partial-birth abortion, one of the late-term abortion, a really -- one of the bad procedures, a terrible. And then, on the floor of the Illinois State Senate, he voted present.",ad hominem
a disgrace to this country,appeal to emotion
Mr. Ford is - is uh changing uh considerably his previous philosophy.,ad hominem
"But I want to warn my fellow citizens: The cost of doing nothing, the cost of saying the current system is OK, far exceeds the costs of trying to make sure we save the system for our children.",appeal to emotion
"Now, my fellow Americans, that's an invitation to disaster.",appeal to emotion
The fact is that the president is driving the largest deficits in American history.,appeal to emotion
"And this is the first president in 72 years to preside over an economy in America that has lost jobs, 1. 6 million jobs.  Eleven other presidents -- six Democrats and five Republicans -- had wars, had recessions, had great difficulties; none of them lost jobs the way this president has.",appeal to emotion
"The CBO said very clearly that if you were to adopt the president's plan, there would be a $2 trillion hole in Social Security, because today's workers pay in to the system for today's retirees. And the CBO said -- that's the Congressional Budget Office; it's bipartisan -- they said that there would have to be a cut in benefits of 25 percent to 40 percent.",appeal to (false) authority
"He's already got $3 trillion, according to The Washington Post, of expenses that he's put on the line from his convention and the promises of this campaign, none of which are paid for. Not one of them are paid for.",appeal to (false) authority
He forgot to tell you he voted to tax Social Security benefits more than one time. I didn't hear any plan to fix Social Security.,ad hominem
"And if we don't act today, the problem will be valued in the trillions.",slippery slope
"He just doesn't understand how the borders work, evidently, to say that. That is an outrageous claim.",appeal to emotion
The lifeblood of our economy is investment.,appeal to emotion
an aggressive program,appeal to emotion
a painful program,appeal to emotion
Bill Clinton's top priority is putting America back to work.,appeal to emotion
trickle-down economics,appeal to emotion
It is a bad economy. It's a tough economy.,appeal to emotion
we've got to clean out the barn,appeal to emotion
That is absolutely outrageous.,appeal to emotion
That's just totally ridiculous.,appeal to emotion
"Our people will be glad to furnish the press, if they're interested, in Senator Gore's voting record on the Caribbean Basin Initiative.",appeal to (false) authority
"By contrast, in the nation as a whole, during the last 4 years, it is the first time since the presidency of Herbert Hoover, that we have gone for a 4-year period with fewer jobs at the end of that 4-year period than we had at the beginning.",false causality
"We went through this tragic experience leading to World War II. We learned our lesson again in Korea, We must not learn it again.",appeal to emotion
distortion of the facts,appeal to emotion
"Now as far as President Eisenhower is concerned, I have often heard him discuss this question. As I uh - related a moment ago, the President has always indicated that we must not make the mistake in dealing with the dictator of indicating that we are going to make a concession at the point of a gun.",appeal to (false) authority
"Uh - He sent a mission - the President - in 1955 of Mr. uh - Robertson and Admiral Radford. General Twining said they were still doing it in 1959. General Ridgway said - who was Chief of Staff: ""To go to war for Quemoy and Matsu to me would seem an unwarranted and tragic course to take. To me that concept is completely repugnant."" So I stand with them. I stand with the Secretary of State, Mr. Herter, who said these islands were indefensible.",appeal to (false) authority
"Mr. Nixon would add a guarantee to islands five miles off the coast of the re- Republic of China when he's never really protested the Communists seizing Cuba, ninety miles off the coast of the United States.",ad hominem
"that once you do this - follow this course of action - of indicating that you are not going to defend a particular area, the inevitable result is that it encourages a man who is determined to conquer the world to press you to the point of no return. And that means war.",slippery slope
That a lot of your good friends like Bill Bennett and others of us who had admired your firmness of purpose over the years have felt that you're not quite the crusader for that cause that you once were.,appeal to emotion
very distasteful,appeal to emotion
a consistent crusader,appeal to emotion
"Will it be a nightmare world threatened with the proliferation of atomic bombs, not just in five major countries but dozens of smaller countries that have been permitted to develop atomic weapons because of a failure of our top leadership to stop proliferation? Will we have a world of hunger and - and hatred, and will we be living in an armed camp stripped of our friendship and allies hiding behind a tight defense that's been drawn in around us because we are fearful of the outside world?",appeal to emotion
"We have the strongest military, and I'll do whatever is necessary, if I'm president, to make sure that it stays that way.",appeal to emotion
"I think that one of the problems that we have faced in the world is that we are so much more powerful than any single nation has been in relationship to the rest of the world than at any time in history, that I know about, anyway.",appeal to emotion
"You know, in the last, or two decades ago, it was routine for leaders of foreign countries to come over here and say you guys have got to do something about these horrendous deficits because it's causing tremendous problems for the rest of the world, and we were lectured to all the time.",appeal to emotion
"The power of example is America's greatest power in the world. And that means, for example, standing up for human rights. It means addressing the problems of injustice and inequity, along the lines of race and ethnicity here at home, because in all these other places around the world where they're having these terrible problems, when they feel hope, it is often because they see in us a reflection of their potential.",false causality
"But I can't take what is an article of faith for me and legislate it for someone who doesn't share that article of faith, whether they be agnostic, atheist, Jew, Protestant, whatever. I can't do that.",appeal to emotion
a brutal practice,appeal to emotion
an absolute disgrace,appeal to emotion
a disgrace,appeal to emotion
"I think it will depend in great measure upon what we do here in the United States, on the kind of society that we build, on the kind of strength that we maintain",appeal to emotion
they are important and dangerous now because they are mounting a major effort within their own country,appeal to emotion
"The kind of country we have here, the kind of society we have, the kind of strength we build in the United States will be the defense of freedom",appeal to emotion
I am not satisfied as an American with the progress that we're making,appeal to emotion
"This is a great country, but I think it could be a greater country",appeal to emotion
"this is a powerful country, but I think it could be a more powerful country",appeal to emotion
"I'm not satisfied when we have over nine billion dollars worth of food - some of it rotting - even though there is a hungry world, and even though four million Americans wait every month for a food package from the government, which averages five cents a day per individual",appeal to emotion
"I saw cases in West Virginia, here in the United States, where children took home part of their school lunch in order to feed their families because I don't think we're meeting our obligations toward these Americans",appeal to emotion
I think that's the only way that the United States is going to maintain its freedom,appeal to emotion
I want people in Latin America and Africa and Asia to start to look to America,appeal to emotion
deadly competition,appeal to emotion
the United States should move ahead,appeal to emotion
retreat,appeal to emotion
defeat,appeal to emotion
stagnation,appeal to emotion
we have programs which we believe will move America,appeal to emotion
I know what it means to be poor,appeal to emotion
I know what it means to see people who are unemployed,appeal to emotion
"In 1933, Franklin Roosevelt said in his inaugural that this generation of Americans has a rendezvous with destiny",appeal to (false) authority
That shows that there's been more growth in this Administration than in its predecessor,false causality
We find that your wages have gone up five times as much in the Eisenhower Administration as they did in the Truman Administration,false causality
We find that the prices you pay went up five times as much in the Truman Administration as they did in the Eisenhower Administration,false causality
This means that the average family income went up fifteen per cent in the Eisenhower years as against two percent in the Truman years,false causality
"There is a crime bill which would put more police on the street, which was killed for this session by a filibuster in the Senate, mostly be Republican senators, and I think it's a shame it didn't pass, I think it should be made the law -- but it had the Brady bill in it, the waiting period.",appeal to emotion
And in our country we have evolved to a point where we've put millions of innocent people in jail because you go to the poor neighborhoods and they've put bars on their windows and bars on their doors and put themselves in jail to protect the things that they acquired legitimately.,appeal to emotion
But don't just sit here slow dancing for 4 years doing nothing.,appeal to emotion
"I'm very pleased that the Fraternal Order of Police in Little Rock, Arkansas endorsed me because I think they see I'm trying to strengthen the anti-crime legislation.",appeal to (false) authority
"Right from the bottom up, the American people have got to say they want it.",appeal to (false) authority
Some of the states that have the toughest anti-gun laws have the highest levels of crime.,false causality
more crude available,appeal to emotion
a million acres of wilderness,appeal to emotion
"But the most important thing to relieve the pressure on all of the armed forces is frankly to run a foreign policy that recognizes that America is strongest when we are working with real alliances, when we are sharing the burdens of the world by working through our statesmanship at the highest levels and our diplomacy to bring other nations to our side.",appeal to emotion
But I'll never fail to protect the United States of America.,appeal to emotion
"But I think it makes sense, I think most Americans in their guts know, that we ought to pass a sort of truth standard.",appeal to (false) authority
"let me sharply disagree with the President on sharing the most advanced, the most dangerous, the most important technology in America with the Soviet Union.",appeal to emotion
"And the thought that we would share this with the Soviet Union is, in my opinion, a total non-STARTer.",appeal to emotion
"The most dangerous aspect of this proposal is, for the first time, we would delegate to computers the decision as to whether to start a war. That's dead wrong.",appeal to emotion
this ever-rising arms race madness,appeal to emotion
"And we will be better off, far better off, if we stop right now, because we have more to lose in space then they do.",appeal to emotion
"I said, and the Joint Chiefs of Staff agreed with me, that it was time for us to turn our research ability to seeing if we could not find this kind of defensive weapon. And suddenly somebody says, ""Oh, it's got to be up there, and it's Star Wars,'' and so forth.",appeal to (false) authority
"There wouldn't be time for a President to decide; it would be decided by these remote computers. It might be an oil fire, it might be a jet exhaust, the computer might decide it's a missile -- and off we go.",slippery slope
"This administration, by going into the Star Wars system, is going to add a dangerous new escalation.",slippery slope
"This is a group of killers who will not only kill here, but kill children in Russia, that'll attack unmercifully in Iraq, hoping to shake our will.",appeal to emotion
"I'm proud that important military figures who are supporting me in this race: former Chairman of the Joint Chiefs of Staff John Shalikashvili; just yesterday, General Eisenhower's son, General John Eisenhower, endorsed me; General Admiral William Crown; General Tony McBeak, who ran the Air Force war so effectively for his father -- all believe I would make a stronger commander in chief.",appeal to (false) authority
"First of all, what my opponent wants you to forget is that he voted to authorize the use of force and now says it's the wrong war at the wrong time at the wrong place.",ad hominem
"This president has made, I regret to say, a colossal error of judgment.",appeal to emotion
"I've met kids in Ohio, parents in Wisconsin places, Iowa, where they're going out on the Internet to get the state-of-the-art body gear to send to their kids. Some of them got it for a birthday present.",appeal to emotion
And you go visit some of those kids in the hospitals today who were maimed because they don't have the armament.,appeal to emotion
"I believe I'm going to win, because the American people know I know how to lead.",appeal to (false) authority
But people know where I stand.,appeal to (false) authority
People out there listening know what I believe.,appeal to (false) authority
"First of all, he made the misjudgment of saying to America that he was going to build a true alliance, that he would exhaust the remedies of the United Nations and go through the inspections.  In fact, he first didn't even want to do that.",ad hominem
The president just talked about Iraq as a center of the war on terror. Iraq was not even close to the center of the war on terror before the president invaded it.,ad hominem
"Throughout my career in public service, I have fought for the working men and women of this country, middle-class families.",appeal to emotion
"She gets a small pension, but in order to pay for her prescription drug benefits, she has to go out seven days a week several hours a day picking up cans",appeal to emotion
Somebody called that stubborn.,appeal to emotion
And now our kids are being killed with ammos right out of that dump,appeal to emotion
"The administration, seems like we're having a great love fest tonight, but the administration made the right decision on training Nigerian troops for situations just such as this in Rwanda, and so I thought they made the right decision not to send U.S. troops into Rwanda.",appeal to emotion
"But if you have a situation like that right in our backyard with chaos about to break out and flotillas forming to come across the water, and all kinds of violence there, right in one of our neighboring countries there, then I think that we did the right thing there.",appeal to emotion
"I think a lot of times we just spend aid and say we feel better about it and it ends up being spent the wrong way, and there's some pretty egregious examples recently.",appeal to emotion
I thought the President did the right thing with Mexico and was very strongly supportive of the administration in Mexico.,appeal to emotion
"I just think, Jim, that this is an absolutely unique period in world history. The worldâ€™s coming together, as I said, they're looking to us.",appeal to emotion
"Are we going to step up to the plate as a nation the way we did after World War II, the way that generation of heroes said okay, the United States is going to be the leader. And the world benefitted tremendously from the courage that they showed in those post-war years.",appeal to emotion
the ugly American,appeal to emotion
"We know freedom is a powerful, powerful, powerful force, much bigger than the United States of America, as we saw recently in the Balkans.",appeal to emotion
"My wife Tipper, who is here, actually went on a military plane with General Sholicatchvieli on one of those flights.",appeal to (false) authority
a disturbing pattern in the attitude of Governor Reagan,appeal to emotion
"an irresponsible statement, or, maybe, an ill-advised statement",appeal to emotion
"But when a man who hopes to be President says, take this treaty, discard it, do not vote, do not debate, do not explore the issues, do not finally capitalize on this long negotiation - that is a very dangerous and disturbing thing.",appeal to emotion
some very misleading and disturbing statements,appeal to emotion
It would be very disturbing to American people.,appeal to emotion
"And it would also be very disturbing to our allies, all of whom support this nuclear arms treaty.",appeal to emotion
extremely dangerous and belligerent,appeal to emotion
"I would like to say that President Ford, who was within 90% of a treaty that we could be in agreement with when he left office, is emphatically against this SALT treaty. I would like to point out also that senators like Henry Jackson and Hollings of South Carolina - they are taking the lead in the fight against this particular treaty.",appeal to (false) authority
"I had a discussion with my daughter, Amy, the other day, before I came here, to ask her what the most important issue was. She said she thought nuclear weaponry - and the control of nuclear arms. This is a formidable force.",appeal to (false) authority
Surely we can fight off these laws that will encourage doctors to -- to allow doctors to take the lives of our seniors.,slippery slope
Surely we can work together to create a cultural life so some of these youngsters who feel like they can take a neighbor's life with a gun will understand that that's not the way America is meant to be.,slippery slope
You know the Japanese are breathing down our necks on this.,appeal to emotion
"we have the worst slums, that we have the most crowded schools; when he says that seventeen million people go to bed hungry every night",appeal to emotion
the worst slums,appeal to emotion
he's been wrong - dead wrong,appeal to emotion
"Mr. George Allen, head of your Information Service, has said that that made the people of the world begin to wonder whether we were first in science. We're first in other areas of science but in space, which is the new science, we're not first.",appeal to (false) authority
a ridiculous thing,appeal to emotion
"We have been successful in Portugal, where a year ago it looked like there was a very great possibility that the uh - Communists would take over in Portugal. It didn't happen. We have a democracy in Portugal today.",false causality
"Obviously, this is another indication of trying to use the defense budget for political purposes, which he's trying to do tonight.",ad hominem
Franklin Roosevelt said in 1936 that that generation of Americans had a rendezvous with destiny.,appeal to emotion
I believe in 1960 and sixty-one and two and three we have a rendezvous with destiny.,appeal to emotion
slum clearance,appeal to emotion
a splendid example,appeal to emotion
"I couldn't agree with you more, couldn't agree with you more.",appeal to emotion
"And I have said again and again and again let's get off mud wrestling, let's get off personalities and let's talk about jobs, health care, crime, the things that concern the American people.",appeal to emotion
"You know, nobody likes who shot John, but I think the first negative campaign run in this election was by Governor Clinton, and I'm not going to sit there and be a punching bag; I'm going to stand up and say, hey, listen, here's my side of it.",appeal to emotion
"My argument with Governor Clinton -- you can call it mud wrestling, but I think it's fair to put it in focus is -- I am deeply troubled by someone who demonstrates and organizes demonstration in a foreign land when his country's at war.",appeal to emotion
But the big argument I have with the governor on this is this taking different positions on different issues -- trying to be one thing to one person here that's opposing the NAFTA agreement and then for it -- what we call waffling. And I do think that you can't turn the White House into the Waffle House.,appeal to emotion
I've been disturbed by the tone and the tenor of this campaign.,appeal to emotion
"But the Washington Post ran a long editorial today saying they couldn't believe Mr. Bush was making character an issue and they said he was the greatest quote ""political chameleon"" for changing his positions of all times.",appeal to (false) authority
And I'm interested in what we can trust him to do and what you can trust me to do and what you can trust Mr. Perot to do for the next 4 years. So I think you're right and I hope the rest of the night belongs to you.,appeal to (false) authority
"Our country is so, so—it's just so imperative that we have the right justices.",appeal to emotion
"some very, very inappropriate statements",appeal to emotion
"many, many millions of people",appeal to emotion
"But I feel that it's absolutely important that we uphold, because of the fact that it is under such trauma.",appeal to emotion
"And I believe that's very, very important.",appeal to emotion
such trauma,appeal to emotion
"I feel strongly that the Supreme Court needs to stand on the side of the American people, not on the side of the powerful corporations and the wealthy.",appeal to (false) authority
a tremendous number,appeal to emotion
"very, very important",appeal to emotion
"And I feel strongly that the Supreme Court needs to stand on the side of the American people, not on the side of the powerful corporations and the wealthy.",appeal to (false) authority
But thank goodness we've always had enough people who have been willing in every generation to push past the fear of a broken heart and become deeply involved in forming a more perfect union.,appeal to emotion
"We're America, and we believe in our future and we know we have the ability to shape our future.",appeal to emotion
And we can renew and rekindle the American spirit and make our future what our founders dreamed it could be. We can.,appeal to emotion
"A lot of people are sick and tired of the bitterness in Washington, D.C. and therefore they don't want any part of politics.",appeal to emotion
think it's a cynicism in Washington and it doesn't have to be that way.,appeal to emotion
Right this very minute we're sending supplies in to help these little starving kids in Somalia.,appeal to emotion
It's the US that's taken the lead in humanitarian aid into Bosnia. We're doing this all around the world.,appeal to emotion
"Russia is still very unstable; they could go back to square one, and worse.",appeal to emotion
The end of the Cold War brings an incredible opportunity for change.,appeal to emotion
"Since I became president, 43, 44 countries have gone democratic, no longer totalitarian, no longer living under dictatorship or communist rule.",false causality
"If we're not an economic superpower, we're a used to be and we will no longer be a force for good throughout the world.",slippery slope
It's very unfair to the average taxpayer who pays his taxes and pays them on time to permit these monies to go uncollected.,appeal to emotion
"We've had enough of that, ladies and gentlemen.",appeal to emotion
John Kennedy proposed cutting capital gains.,appeal to (false) authority
"Paul Tsongas, a liberal senator from Massachusetts said the dumbest thing I did was to oppose the capital gains cut.",appeal to (false) authority
